country,name,full_name,symbol,currency,class,market
united states,NQ US Benchmark Automobiles & Parts,NASDAQ US Benchmark Automobiles & Parts,NQUSB3300,USD,primary_sectors,global_indices
united states,TR US 50,Thomson Reuters United States 50,TRX50USP,USD,additional_indices,global_indices
united states,MSCI USA,MSCI USA,MIUS00000PUS,USD,additional_indices,global_indices
united states,Russell Midcap NR,Russell Midcap NR,RUMNU,USD,additional_indices,global_indices
united states,KBW Financial Sector Dividend Yield,KBW Financial Sector Dividend Yield,KDX,USD,other_indices,global_indices
united states,CRSP US Total Market,CRSP US Total Market,CRSPTM1,USD,other_indices,global_indices
united states,NQ OMX Healthy Living TR,NASDAQ OMX Healthy Living TR,GRNHLX,USD,other_indices,world_indices
united states,CRSP US Mid Cap,CRSP US Mid Cap,CRSPMI1,USD,other_indices,global_indices
united states,CRSP US Mega Cap,CRSP US Mega Cap,CRSPME1,USD,other_indices,global_indices
united states,CRSP US Large Cap,CRSP US Large Cap,CRSPLC1,USD,other_indices,global_indices
united states,MSCI United States Short Gross USD,MSCI United States Short Gross USD,MIUS00000SUS,USD,other_indices,global_indices
united states,MSCI US RE Price USD,MSCI US RE Price USD,MIUS0RE00PUS,USD,other_indices,global_indices
united states,MSCI US Small Net USD,MSCI US Small Net USD,MIUS000S0NUS,USD,other_indices,global_indices
united states,MSCI US Mid Price USD,MSCI US Mid Price USD,MIUS000M0PUS,USD,other_indices,global_indices
united states,MSCI US Mid Net USD,MSCI US Mid Net USD,MIUS000M0NUS,USD,other_indices,global_indices
united states,MSCI US Large Price USD,MSCI US Large Price USD,MIUS000L0PUS,USD,other_indices,global_indices
united states,MSCI US Large Net USD,MSCI US Large Net USD,MIUS000L0NUS,USD,other_indices,global_indices
united states,NQ US Dividend Achievers 50,NASDAQ US Dividend Achievers 50,DAY,USD,other_indices,global_indices
united states,MSCI USA Quality NR USD,MSCI USA Quality NR USD,MIUS0000VNUS,USD,other_indices,global_indices
united states,MSCI US Leveraged 2x Net EUR,MSCI US Leveraged 2x Net EUR,MIUS00000MEU,EUR,other_indices,global_indices
united states,S&P High Yield Div Aristocrats TR,S&P High Yield Div Aristocrats TR,TRSPHYDA,USD,other_indices,global_indices
united states,S&P 600 TR,S&P 600 TR,TR6GSPC,USD,other_indices,global_indices
united states,S&P 500 TR,S&P 500 TR,SPXTR,USD,other_indices,global_indices
united states,SP 500 VIX Short Term Futures TRI,SP 500 VIX Short Term Futures TRI,SPVIXSTR,USD,other_indices,global_indices
united states,SP 500 VIX Mid Term Futures TRI,SP 500 VIX Mid Term Futures TRI,SPVIXMTR,USD,other_indices,global_indices
united states,S&P 500 Low Volatility Net TR,S&P 500 Low Volatility Net TR,SP5LVIN,USD,other_indices,global_indices
united states,SP 500 EUR Hedged NTR,SP 500 EUR Hedged NTR,NTRGSPCEH,EUR,other_indices,global_indices
united states,MSCI USA Barra Momentum,MSCI USA Barra Momentum,MIUS0000KPUS,USD,other_indices,global_indices
united states,MSCI USA Barra Low Volatility,MSCI USA Barra Low Volatility,MIUS0000IPUS,USD,other_indices,global_indices
united states,MSCI USA Barra Low Leverage,MSCI USA Barra Low Leverage,MIUS0000JPUS,USD,other_indices,global_indices
united states,MSCI USA Barra Earnings Yield,MSCI USA Barra Earnings Yield,MIUS0000PPUS,USD,other_indices,global_indices
united states,MSCI US Growth Net USD,MSCI US Growth Net USD,MIUS0000GNUS,USD,other_indices,global_indices
united states,NQ US Buyback Achievers,NASDAQ US Buyback Achievers,DRB,USD,other_indices,global_indices
united states,NQ US Buyback Achievers Select,NASDAQ US Buyback Achievers Select,DRBS,USD,other_indices,global_indices
united states,NQ US Dividend Achievers Select,NASDAQ US Dividend Achievers Select,DVG,USD,other_indices,global_indices
united states,NQ US Benchmark Consumer Services,NASDAQ US Benchmark Consumer Services,NQUSB5000,USD,other_indices,global_indices
united states,NQ US Benchmark Pharmaceuticals,NASDAQ US Benchmark Pharmaceuticals,NQUSB4577,USD,other_indices,global_indices
united states,NQ US Benchmark Biotechnology,NASDAQ US Benchmark Biotechnology,NQUSB4573,USD,other_indices,global_indices
united states,NQ US Benchmark Medical Supplies,NASDAQ US Benchmark Medical Supplies,NQUSB4537,USD,other_indices,global_indices
united states,NQ US Benchmark Medical Equipment,NASDAQ US Benchmark Medical Equipment,NQUSB4535,USD,other_indices,global_indices
united states,NQ US Benchmark Health Care Providers,NASDAQ US Benchmark Health Care Providers,NQUSB4533,USD,other_indices,global_indices
united states,NQ US Benchmark Health Care Equipment & Services,NASDAQ US Benchmark Health Care Equipment & Services,NQUSB4530,USD,other_indices,global_indices
united states,NQ US Benchmark Tobacco,NASDAQ US Benchmark Tobacco,NQUSB3780,USD,other_indices,global_indices
united states,NQ US Benchmark Personal Products,NASDAQ US Benchmark Personal Products,NQUSB3767,USD,other_indices,global_indices
united states,NQ US Benchmark Footwear,NASDAQ US Benchmark Footwear,NQUSB3765,USD,other_indices,global_indices
united states,NQ US Benchmark Clothing & Accessories,NASDAQ US Benchmark Clothing & Accessories,NQUSB3763,USD,other_indices,global_indices
united states,NQ US Benchmark Personal Goods,NASDAQ US Benchmark Personal Goods,NQUSB3760,USD,other_indices,global_indices
united states,NQ US Benchmark Toys,NASDAQ US Benchmark Toys,NQUSB3747,USD,other_indices,global_indices
united states,NQ US Benchmark Recreational Products,NASDAQ US Benchmark Recreational Products,NQUSB3745,USD,other_indices,global_indices
united states,NQ US Benchmark Consumer Electronics,NASDAQ US Benchmark Consumer Electronics,NQUSB3743,USD,other_indices,global_indices
united states,NQ US Benchmark Leisure Goods,NASDAQ US Benchmark Leisure Goods,NQUSB3740,USD,other_indices,global_indices
united states,NQ US Benchmark Furnishings,NASDAQ US Benchmark Furnishings,NQUSB3726,USD,other_indices,global_indices
united states,NQ US Benchmark Nondurable Household Products,NASDAQ US Benchmark Nondurable Household Products,NQUSB3724,USD,other_indices,global_indices
united states,NQ US Benchmark Durable Household Products,NASDAQ US Benchmark Durable Household Products,NQUSB3722,USD,other_indices,global_indices
united states,NQ US Benchmark Food Products,NASDAQ US Benchmark Food Products,NQUSB3577,USD,other_indices,global_indices
united states,NQ US Benchmark Farming & Fishing,NASDAQ US Benchmark Farming & Fishing,NQUSB3573,USD,other_indices,global_indices
united states,NQ US Benchmark Food Producers,NASDAQ US Benchmark Food Producers,NQUSB3570,USD,other_indices,global_indices
united states,NQ US Benchmark Soft Drinks,NASDAQ US Benchmark Soft Drinks,NQUSB3537,USD,other_indices,global_indices
united states,NQ US Benchmark Distillers & Vintners,NASDAQ US Benchmark Distillers & Vintners,NQUSB3535,USD,other_indices,global_indices
united states,NQ US Benchmark Beverages,NASDAQ US Benchmark Beverages,NQUSB3530,USD,other_indices,global_indices
united states,NQ US Benchmark Food & Drug Retailers,NASDAQ US Benchmark Food & Drug Retailers,NQUSB5330,USD,other_indices,global_indices
united states,NQ US Benchmark Drug Retailers,NASDAQ US Benchmark Drug Retailers,NQUSB5333,USD,other_indices,global_indices
united states,NQ US Benchmark Food Retailers & Wholesalers,NASDAQ US Benchmark Food Retailers & Wholesalers,NQUSB5337,USD,other_indices,global_indices
united states,NQ US Benchmark General Retailers,NASDAQ US Benchmark General Retailers,NQUSB5370,USD,other_indices,global_indices
united states,NQ US Benchmark Property & Casualty Insurance,NASDAQ US Benchmark Property & Casualty Insurance,NQUSB8536,USD,other_indices,global_indices
united states,NQ US Benchmark Full Line Insurance,NASDAQ US Benchmark Full Line Insurance,NQUSB8532,USD,other_indices,global_indices
united states,NQ US Benchmark Nonlife Insurance,NASDAQ US Benchmark Nonlife Insurance,NQUSB8530,USD,other_indices,global_indices
united states,NQ US Benchmark Water,NASDAQ US Benchmark Water,NQUSB7577,USD,other_indices,global_indices
united states,NQ US Benchmark Multiutilities,NASDAQ US Benchmark Multiutilities,NQUSB7575,USD,other_indices,global_indices
united states,"NQ US Benchmark Gas, Water & Multiutilities","NASDAQ US Benchmark Gas, Water & Multiutilities",NQUSB7570,USD,other_indices,global_indices
united states,NQ US Benchmark Conventional Electricity,NASDAQ US Benchmark Conventional Electricity,NQUSB7535,USD,other_indices,global_indices
united states,NQ US Benchmark Electricity,NASDAQ US Benchmark Electricity,NQUSB7530,USD,other_indices,global_indices
united states,NQ US Benchmark Mobile Telecommunications,NASDAQ US Benchmark Mobile Telecommunications,NQUSB6570,USD,other_indices,global_indices
united states,NQ US Benchmark Fixed Line Telecommunications,NASDAQ US Benchmark Fixed Line Telecommunications,NQUSB6530,USD,other_indices,global_indices
united states,NQ US Benchmark Travel & Tourism,NASDAQ US Benchmark Travel & Tourism,NQUSB5759,USD,other_indices,global_indices
united states,NQ US Benchmark Restaurants & Bars,NASDAQ US Benchmark Restaurants & Bars,NQUSB5757,USD,other_indices,global_indices
united states,NQ US Benchmark Auto Parts,NASDAQ US Benchmark Auto Parts,NQUSB3355,USD,other_indices,global_indices
united states,NQ US Benchmark Recreational Services,NASDAQ US Benchmark Recreational Services,NQUSB5755,USD,other_indices,global_indices
united states,NQ US Benchmark Gambling,NASDAQ US Benchmark Gambling,NQUSB5752,USD,other_indices,global_indices
united states,NQ US Benchmark Airlines,NASDAQ US Benchmark Airlines,NQUSB5751,USD,other_indices,global_indices
united states,NQ US Benchmark Travel & Leisure,NASDAQ US Benchmark Travel & Leisure,NQUSB5700,USD,other_indices,global_indices
united states,NQ US Benchmark Publishing,NASDAQ US Benchmark Publishing,NQUSB5557,USD,other_indices,global_indices
united states,NQ US Benchmark Media Agencies,NASDAQ US Benchmark Media Agencies,NQUSB5555,USD,other_indices,global_indices
united states,NQ US Benchmark Broadcasting & Entertainment,NASDAQ US Benchmark Broadcasting & Entertainment,NQUSB5553,USD,other_indices,global_indices
united states,NQ US Benchmark Media,NASDAQ US Benchmark Media,NQUSB5500,USD,other_indices,global_indices
united states,NQ US Benchmark Specialty Retailers,NASDAQ US Benchmark Specialty Retailers,NQUSB5379,USD,other_indices,global_indices
united states,NQ US Benchmark Specialized Consumer Services,NASDAQ US Benchmark Specialized Consumer Services,NQUSB5377,USD,other_indices,global_indices
united states,NQ US Benchmark Home Improvement Retailers,NASDAQ US Benchmark Home Improvement Retailers,NQUSB5375,USD,other_indices,global_indices
united states,NQ US Benchmark Broadline Retailers,NASDAQ US Benchmark Broadline Retailers,NQUSB5373,USD,other_indices,global_indices
united states,NQ US Benchmark Apparel Retailers,NASDAQ US Benchmark Apparel Retailers,NQUSB5371,USD,other_indices,global_indices
united states,NQ US Benchmark Hotels,NASDAQ US Benchmark Hotels,NQUSB5753,USD,other_indices,global_indices
united states,NQ US Benchmark Transportation Services,NASDAQ US Benchmark Transportation Services,NQUSB2777,USD,primary_sectors,global_indices
united states,NQ US Benchmark Consumer Goods,NASDAQ US Benchmark Consumer Goods,NQUSB3000,USD,other_indices,global_indices
united states,NQ US Benchmark Industrial Suppliers,NASDAQ US Benchmark Industrial Suppliers,NQUSB2797,USD,other_indices,global_indices
united states,NQ US Benchmark Forestry & Paper,NASDAQ US Benchmark Forestry & Paper,NQUSB1730,USD,other_indices,global_indices
united states,NQ US Benchmark Basic Resources,NASDAQ US Benchmark Basic Resources,NQUSB1700,USD,other_indices,global_indices
united states,NQ US Benchmark Specialty Chemicals,NASDAQ US Benchmark Specialty Chemicals,NQUSB1357,USD,other_indices,global_indices
united states,NQ US Benchmark Commodity Chemicals,NASDAQ US Benchmark Commodity Chemicals,NQUSB1353,USD,other_indices,global_indices
united states,NQ US Benchmark Renewable Energy Equipment,NASDAQ US Benchmark Renewable Energy Equipment,NQUSB0583,USD,other_indices,global_indices
united states,NQ US Benchmark Alternative Energy,NASDAQ US Benchmark Alternative Energy,NQUSB0580,USD,other_indices,global_indices
united states,NQ US Benchmark Pipelines,NASDAQ US Benchmark Pipelines,NQUSB0577,USD,other_indices,global_indices
united states,NQ US Benchmark Oil Equipment & Services,NASDAQ US Benchmark Oil Equipment & Services,NQUSB0573,USD,other_indices,global_indices
united states,NQ US Benchmark Integrated Oil & Gas,NASDAQ US Benchmark Integrated Oil & Gas,NQUSB0537,USD,other_indices,global_indices
united states,NQ US Benchmark Exploration & Production,NASDAQ US Benchmark Exploration & Production,NQUSB0533,USD,other_indices,global_indices
united states,NQ US Benchmark Oil & Gas Producers,NASDAQ US Benchmark Oil & Gas Producers,NQUSB0530,USD,other_indices,global_indices
united states,NQ Chaikin Power US Large Cap,NASDAQ Chaikin Power US Large Cap,NQULCHK,USD,other_indices,global_indices
united states,NQ US Preferred Security,NASDAQ US Preferred Security,NQPFDUS,USD,other_indices,global_indices
united states,NQ US Multi-Asset Diversified Income,NASDAQ US Multi-Asset Diversified Income,NQMAUS,USD,other_indices,global_indices
united states,NQ AlphaDEX US Total Market,NASDAQ AlphaDEX US Total Market,NQDXUSB,USD,other_indices,global_indices
united states,NQ US Rising Dividend Achievers,NASDAQ US Rising Dividend Achievers,NQDVRIS,USD,other_indices,global_indices
united states,NQ Chaikin Power US Dividend Achievers,NASDAQ Chaikin Power US Dividend Achievers,NQDACHK,USD,other_indices,global_indices
united states,NQ 100 Ex Tech Sector,NASDAQ 100 Ex Tech Sector,NDXX,USD,other_indices,global_indices
united states,NQ 100 Technology Sector,NASDAQ 100 Technology Sector,NDXT,USD,other_indices,global_indices
united states,NQ 100 3x Inverse,NASDAQ 100 3x Inverse,NDXS3,USD,other_indices,global_indices
united states,NQ 100 3x Leveraged,NASDAQ 100 3x Leveraged,NDXL3,USD,other_indices,global_indices
united states,NQ 100 Currency Hedged EUR,NASDAQ 100 Currency Hedged EUR,NDXEURH,USD,other_indices,global_indices
united states,NQ 100 Equal Weighted,NASDAQ 100 Equal Weighted,NDXE,USD,other_indices,global_indices
united states,NQ 100 Currency Hedged CAD,NASDAQ 100 Currency Hedged CAD,NDXCADH,USD,other_indices,global_indices
united states,NQ OMX Green Economy US,NASDAQ OMX Green Economy US,GRNUS,USD,other_indices,global_indices
united states,NQ US Benchmark Paper,NASDAQ US Benchmark Paper,NQUSB1737,USD,other_indices,global_indices
united states,NQ US Benchmark Industrial Metals & Mining,NASDAQ US Benchmark Industrial Metals & Mining,NQUSB1750,USD,other_indices,global_indices
united states,NQ US Benchmark Nonferrous Metals,NASDAQ US Benchmark Nonferrous Metals,NQUSB1755,USD,other_indices,global_indices
united states,NQ US Benchmark Coal,NASDAQ US Benchmark Coal,NQUSB1771,USD,other_indices,global_indices
united states,NQ US Benchmark Financial Administration,NASDAQ US Benchmark Financial Administration,NQUSB2795,USD,other_indices,global_indices
united states,NQ US Benchmark Business Training & Emp Agencies,NASDAQ US Benchmark Business Training & Employment Agencies,NQUSB2793,USD,other_indices,global_indices
united states,NQ US Benchmark Business Support Services,NASDAQ US Benchmark Business Support Services,NQUSB2791,USD,other_indices,global_indices
united states,NQ US Benchmark Support Services,NASDAQ US Benchmark Support Services,NQUSB2790,USD,other_indices,global_indices
united states,NQ US Benchmark Trucking,NASDAQ US Benchmark Trucking,NQUSB2779,USD,other_indices,global_indices
united states,NQ US Benchmark Railroads,NASDAQ US Benchmark Railroads,NQUSB2775,USD,other_indices,global_indices
united states,NQ US Benchmark Marine Transportation,NASDAQ US Benchmark Marine Transportation,NQUSB2773,USD,other_indices,global_indices
united states,NQ US Benchmark Delivery Services,NASDAQ US Benchmark Delivery Services,NQUSB2771,USD,other_indices,global_indices
united states,NQ US Benchmark Industrial Transportation,NASDAQ US Benchmark Industrial Transportation,NQUSB2770,USD,other_indices,global_indices
united states,NQ US Benchmark Industrial Machinery,NASDAQ US Benchmark Industrial Machinery,NQUSB2757,USD,other_indices,global_indices
united states,NQ US Benchmark Commercial Vehicles & Trucks,NASDAQ US Benchmark Commercial Vehicles & Trucks,NQUSB2753,USD,other_indices,global_indices
united states,NQ US Benchmark Industrial Engineering,NASDAQ US Benchmark Industrial Engineering,NQUSB2750,USD,other_indices,global_indices
united states,NQ US Benchmark Waste & Disposal Services,NASDAQ US Benchmark Waste & Disposal Services,NQUSB2799,USD,other_indices,global_indices
united states,NQ US Benchmark Electronic Equipment,NASDAQ US Benchmark Electronic Equipment,NQUSB2737,USD,other_indices,global_indices
united states,NQ US Benchmark Electronic & Electrical Equipment,NASDAQ US Benchmark Electronic & Electrical Equipment,NQUSB2730,USD,other_indices,global_indices
united states,NQ US Benchmark Diversified Industrials,NASDAQ US Benchmark Diversified Industrials,NQUSB2727,USD,other_indices,global_indices
united states,NQ US Benchmark Containers & Packaging,NASDAQ US Benchmark Containers & Packaging,NQUSB2723,USD,other_indices,global_indices
united states,NQ US Benchmark General Industrials,NASDAQ US Benchmark General Industrials,NQUSB2720,USD,other_indices,global_indices
united states,NQ US Benchmark Defense,NASDAQ US Benchmark Defense,NQUSB2717,USD,other_indices,global_indices
united states,NQ US Benchmark Aerospace,NASDAQ US Benchmark Aerospace,NQUSB2713,USD,other_indices,global_indices
united states,NQ US Benchmark Industrial G&S,NASDAQ US Benchmark Industrial G&S,NQUSB2700,USD,other_indices,global_indices
united states,NQ US Benchmark Building Materials & Fixtures,NASDAQ US Benchmark Building Materials & Fixtures,NQUSB2353,USD,other_indices,global_indices
united states,NQ US Benchmark Construction & Materials,NASDAQ US Benchmark Construction & Materials,NQUSB2300,USD,other_indices,global_indices
united states,NQ US Benchmark Industrials,NASDAQ US Benchmark Industrials,NQUSB2000,USD,other_indices,global_indices
united states,NQ US Benchmark Gold Mining,NASDAQ US Benchmark Gold Mining,NQUSB1777,USD,other_indices,global_indices
united states,NQ US Benchmark General Mining,NASDAQ US Benchmark General Mining,NQUSB1775,USD,other_indices,global_indices
united states,NQ US Benchmark Electrical Components & Equipment,NASDAQ US Benchmark Electrical Components & Equipment,NQUSB2733,USD,other_indices,global_indices
united states,NQ US Benchmark Aerospace & Defense,NASDAQ US Benchmark Aerospace & Defense,NQUSB2710,USD,primary_sectors,global_indices
united states,CRSP US Small Cap,CRSP US Small Cap,CRSPSC1,USD,other_indices,global_indices
united states,ISE Cyber Security UCITS,ISE Cyber Security UCITS,HUR,USD,other_indices,world_indices
united states,DJ Pharmaceuticals,Dow Jones Pharmaceuticals,DJUSPR,USD,other_indices,world_indices
united states,NQ OMX Clean Energy Europe,NASDAQ OMX Clean Energy Europe,GRNFOCEUR,USD,other_indices,world_indices
united states,NQ OMX Clean Energy Asia TR,NASDAQ OMX Clean Energy Asia TR,GRNFOCASX,USD,other_indices,world_indices
united states,NQ OMX Clean Energy Asia,NASDAQ OMX Clean Energy Asia,GRNFOCAS,USD,other_indices,world_indices
united states,NQ OMX Clean Edge Smart Grid Infrastructure,NASDAQ OMX Clean Edge Smart Grid Infrastructure,QGRD,USD,other_indices,world_indices
united states,NQ OMX China Technology,NASDAQ OMX China Technology,NQCH9000,USD,other_indices,world_indices
united states,NQ Dividend Achievers TR,NASDAQ Dividend Achievers TR,DIVQTR,USD,other_indices,world_indices
united states,NQ OMX CEA Smartphone TR,NASDAQ OMX CEA Smartphone TR,QFNX,USD,other_indices,world_indices
united states,DJ Personal Products,Dow Jones Personal Products,DJUSCM,USD,other_indices,world_indices
united states,NQ OMX CEA Smartphone,NASDAQ OMX CEA Smartphone,QFON,USD,other_indices,world_indices
united states,NQ OMX Bio/Clean Fuels,NASDAQ OMX Bio/Clean Fuels,GRNBIO,USD,other_indices,world_indices
united states,NQ OMX Advanced Materials TR,NASDAQ OMX Advanced Materials TR,GRNAMX,USD,other_indices,world_indices
united states,NQ OMX Advanced Materials,NASDAQ OMX Advanced Materials,GRNAM,USD,other_indices,world_indices
united states,DJ Pharmaceuticals & Biotechnology,Dow Jones Pharmaceuticals & Biotechnology,DJUSPN,USD,other_indices,world_indices
united states,DJ Pipelines,Dow Jones Pipelines,DJUSPL,USD,other_indices,world_indices
united states,DJ Precious Metals,Dow Jones Precious Metals,DJGSP,USD,other_indices,world_indices
united states,DJ Property & Casualty Insurance,Dow Jones Property & Casualty Insurance,DJUSIP,USD,other_indices,world_indices
united states,DJ Publishing,Dow Jones Publishing,DJUSPB,USD,other_indices,world_indices
united states,NQ OMX Bio/Clean Fuels TR,NASDAQ OMX Bio/Clean Fuels TR,GRNBIOX,USD,other_indices,world_indices
united states,DJ Railroads,Dow Jones Railroads,DJUSRR,USD,other_indices,world_indices
united states,DJ Personal Goods,Dow Jones Personal Goods,DJUSPG,USD,other_indices,world_indices
united states,DJ Paper,Dow Jones Paper,DJUSPP,USD,other_indices,world_indices
united states,DJ Media Agencies,Dow Jones Media Agencies,DJUSAV,USD,other_indices,world_indices
united states,DJ Medical Equipment,Dow Jones Medical Equipment,DJUSAM,USD,other_indices,world_indices
united states,DJ Medical Supplies,Dow Jones Medical Supplies,DJUSMS,USD,other_indices,world_indices
united states,DJ Mining,Dow Jones Mining,DJUSMG,USD,other_indices,world_indices
united states,DJ Mobile Telecom,Dow Jones Mobile Telecommunications,DJUSWC,USD,other_indices,world_indices
united states,DJ Mortgage Finance,Dow Jones Mortgage Finance,DJUSMF,USD,other_indices,world_indices
united states,DJ Mortgage,Dow Jones Mortgage REITs,DJUSMR,USD,other_indices,world_indices
united states,NQ OMX Clean Energy US,NASDAQ OMX Clean Energy US,GRNFOCUS,USD,other_indices,world_indices
united states,DJ Personal & Household Goods,Dow Jones Personal & Household Goods,DJUSNG,USD,other_indices,world_indices
united states,NQ Dividend Achievers,NASDAQ Dividend Achievers,DIVQ,USD,other_indices,world_indices
united states,NQ OMX Clean Energy Focused,NASDAQ OMX Clean Energy Focused,GRNCLNFO,USD,other_indices,world_indices
united states,NQ OMX Clean Energy Europe TR,NASDAQ OMX Clean Energy Europe TR,GRNFOCEURX,USD,other_indices,world_indices
united states,DJ Multiutilities,Dow Jones Multiutilities,DJUSMU,USD,other_indices,world_indices
united states,DJ Nonferrous Metals,Dow Jones Nonferrous Metals,DJUSNF,USD,other_indices,world_indices
united states,DJ Nonlife Insurance,Dow Jones Nonlife Insurance,DJUSIX,USD,other_indices,world_indices
united states,DJ Oil & Gas Producers,Dow Jones Oil & Gas Producers,DJUSOG,USD,other_indices,world_indices
united states,DJ Oil Equipment & Services,Dow Jones Oil Equipment & Services,DJUSOI,USD,other_indices,world_indices
united states,DJ Oil Equipment Services & Distribution,Dow Jones Oil Equipment Services & Distribution,DJUSOQ,USD,other_indices,world_indices
united states,DJ Travel & Tourism,Dow Jones Travel & Tourism,DJUSTT,USD,other_indices,world_indices
united states,DJ RE,Dow Jones Real Estate,DJUSRE,USD,other_indices,world_indices
united states,DJ Real Estate Holding & Development,Dow Jones Real Estate Holding & Development,DJUSEH,USD,other_indices,world_indices
united states,DJ Real Estate Investment & Services,Dow Jones Real Estate Investment & Services,DJUSRH,USD,other_indices,world_indices
united states,DJ Software,Dow Jones Software,DJUSSW,USD,other_indices,world_indices
united states,DJ Fixed Line Telecom,DowJones Fixed Line Telecommunications,DJUSFC,USD,other_indices,world_indices
united states,DJ Electronic Office Equipment,DowJones Electronic Office Equipment,DJUSOE,USD,other_indices,world_indices
united states,DJ Water,Dow Jones Water,DJUSWU,USD,other_indices,world_indices
united states,DJ Waste & Disposal Services,Dow Jones Waste & Disposal Services,DJUSPC,USD,other_indices,world_indices
united states,DJ Software & Computer Services,Dow Jones Software & Computer Services,DJUSSV,USD,other_indices,world_indices
united states,DJ Specialized Consumer Services,Dow Jones Specialized Consumer Services,DJUSCS,USD,other_indices,world_indices
united states,DJ Specialty Chemicals,Dow Jones Specialty Chemicals,DJUSCX,USD,other_indices,world_indices
united states,DJ Soft Drinks,Dow Jones Soft Drinks,DJUSSD,USD,other_indices,world_indices
united states,DJ Specialty Finance,Dow Jones Specialty Finance,DJUSSP,USD,other_indices,world_indices
united states,DJ Specialty Retailers,Dow Jones Specialty Retailers,DJUSRS,USD,other_indices,world_indices
united states,DJ Support Services,Dow Jones Support Services,DJUSIS,USD,other_indices,world_indices
united states,DJ Technology Hardware & Equipment,Dow Jones Technology Hardware & Equipment,DJUSTQ,USD,other_indices,world_indices
united states,DJ Tires,Dow Jones Tires,DJUSTR,USD,other_indices,world_indices
united states,DJ Tobacco,Dow Jones Tobacco,DJUSTB,USD,other_indices,world_indices
united states,DJ Toys,Dow Jones Toys,DJUSTY,USD,other_indices,world_indices
united states,DJ Transportation Services,Dow Jones Transportation Services,DJUSTS,USD,other_indices,world_indices
united states,DJ Travel & Leisure,Dow Jones Travel & Leisure,DJUSCG,USD,other_indices,world_indices
united states,DJ Specialty REITs,Dow Jones Specialty REITs,DJUSSR,USD,other_indices,world_indices
united states,DJ Semiconductors,Dow Jones Semiconductors,DJUSSC,USD,other_indices,world_indices
united states,DJ Select REIT,Dow Jones Select REIT,DWRTF,USD,other_indices,world_indices
united states,DJ Retailers,Dow Jones Retailers,DJUSRT,USD,other_indices,world_indices
united states,DJ RE Services,Dow Jones Real Estate Services,DJUSES,USD,other_indices,world_indices
united states,ISE Cyber Security NTR,ISE Cyber Security NTR,HXRNTR,USD,other_indices,world_indices
united states,DJ Recreational Products,Dow Jones Recreational Products,DJUSRP,USD,other_indices,world_indices
united states,DJ Recreational Services,Dow Jones Recreational Services,DJUSRQ,USD,other_indices,world_indices
united states,DJ Reinsurance,Dow Jones Reinsurance,DJUSIU,USD,other_indices,world_indices
united states,DJ Residential,Dow Jones Residential REITs,DJUSRN,USD,other_indices,world_indices
united states,ISE Cloud Computing TR,ISE Cloud Computing TR,CPQTR,USD,other_indices,world_indices
united states,ISE Cloud Computing,ISE Cloud Computing,CPQ,USD,other_indices,world_indices
united states,FTSE RAFI US 100 Real Estate,FTSE RAFI US 100 Real Estate,FTFRUR,USD,other_indices,world_indices
united states,FTSE EPRA/NAREIT USA,FTSE EPRA/NAREIT United States,FTUNUS,USD,other_indices,world_indices
united states,EEFund Video Game Tech PR,EEFund Video Game Tech PR,GMB,USD,other_indices,world_indices
united states,NQ Internet TR,NASDAQ Internet TR,NETX,USD,other_indices,world_indices
united states,EEFund Video Game Tech NTR,EEFund Video Game Tech NTR,GMBNTR,USD,other_indices,world_indices
united states,DJ Restaurants & Bars,Dow Jones Restaurants & Bars,DJUSRU,USD,other_indices,world_indices
united states,EEFund Video Game Tech  GTR,EEFund Video Game Tech  GTR,GMBTR,USD,other_indices,world_indices
united states,DJ Telecom Equipment,DowJones Telecommunications Equipment,DJUSCT,USD,other_indices,world_indices
united states,DJ RE Investment Trusts,DowJones Real Estate Investment Trusts,DJUSRI,USD,other_indices,world_indices
united states,DJ Nondurable Household,DowJones Nondurable Household Products,DJUSHN,USD,other_indices,world_indices
united states,DJ Retail REITs,Dow Jones Retail REITs,DJUSRL,USD,other_indices,world_indices
united states,NQ OMX Clean Energy US TR,NASDAQ OMX Clean Energy US TR,GRNFOCUSX,USD,other_indices,world_indices
united states,DJ Media,Dow Jones Media,DJUSME,USD,other_indices,world_indices
united states,NQ OMX Clean Energy Focused TR,NASDAQ OMX Clean Energy Focused TR,GRNCLNFOX,USD,other_indices,world_indices
united states,DJ Trucking,Dow Jones Trucking,DJUSTK,USD,other_indices,world_indices
united states,NQ US Benchmark Iron & Steel,NASDAQ US Benchmark Iron & Steel,NQUSB1757,USD,primary_sectors,global_indices
united states,NQ OMX Energy Efficiency TR,NASDAQ OMX Energy Efficiency TR,GRNENEFX,USD,other_indices,world_indices
united states,NQ OMX Energy Management,NASDAQ OMX Energy Management,GRNMAN,USD,other_indices,world_indices
united states,NQ US Benchmark Chemicals,NASDAQ US Benchmark Chemicals,NQUSB1300,USD,primary_sectors,global_indices
united states,MSCI US Net EUR,MSCI US Net EUR,MIUS00000NEU,EUR,major_indices,global_indices
united states,NQ US Benchmark Basic Materials,NASDAQ US Benchmark Basic Materials,NQUSB1000,USD,primary_sectors,global_indices
united states,NQ OMX Energy Management TR,NASDAQ OMX Energy Management TR,GRNMANX,USD,other_indices,world_indices
united states,NQ OMX Energy Storage,NASDAQ OMX Energy Storage,GRNSTOR,USD,other_indices,world_indices
